ItemID,Quality,Ilvl,Req Lvl,Name
45515,4,226,80,Ring of the Vacant Eye
45516,4,239,80,"Voldrethar, Dark Blade of Oblivion"
45517,4,239,80,Pendulum of Infinity
45518,4,239,80,Flare of the Heavens
45519,4,239,80,Vestments of the Blind Denizen
45520,4,239,80,Handwraps of the Vigilant
45521,4,232,80,Earthshaper
45522,4,226,80,Blood of the Old God
45523,4,226,80,Garona's Guise
45524,4,226,80,Chestguard of Insidious Intent
45525,4,226,80,Godbane Signet
45527,4,232,80,Soulscribe
45529,4,226,80,Shawl of Haunted Memories
45530,4,226,80,Sanity's Bond
45531,4,226,80,Chestguard of the Fallen God
45532,4,226,80,Cowl of Dark Whispers
45533,4,239,80,Dark Edge of Depravity
45534,4,239,80,Seal of the Betrayed King
45535,4,239,80,Show of Faith
45536,4,239,80,Legguards of Cunning Deception
45537,4,239,80,Treads of the False Oracle
45538,4,226,80,Titanstone Pendant
45539,4,226,80,Pendant of Focused Energies
45540,4,226,80,Bladebearer's Signet
45541,4,226,80,Shroud of Alteration
45542,4,226,80,Greaves of the Stonewarder
45543,4,226,80,Shoulders of Misfortune
45544,4,226,80,Leggings of the Tortured Earth
45545,1,1,0,Gnarl's Bough
45546,1,1,0,Hastily Written Note
45547,4,226,80,Relic Hunter's Cord
45548,4,226,80,Belt of the Sleeper
45549,4,226,80,Grips of Chaos
45550,4,226,80,Belt of the Titans
45551,4,226,80,Indestructible Plate Girdle
45552,4,226,80,Plate Girdle of Righteousness
45553,4,226,80,Belt of Dragons
45554,4,226,80,Blue Belt of Chaos
45555,4,226,80,Death-Warmed Belt
45556,4,226,80,Belt of Arctic Life
45557,4,226,80,Sash of Ancient Power
45558,4,226,80,Cord of the White Dawn
45559,4,226,80,Battlelord's Plate Boots
45560,4,226,80,Spiked Deathdealers
45561,4,226,80,Treads of Destiny
45562,4,226,80,Boots of Living Scale
45563,4,226,80,Lightning Grounded Boots
45564,4,226,80,Footpads of Silence
45565,4,226,80,Boots of Wintry Endurance
45566,4,226,80,Spellslinger's Slippers
45567,4,226,80,Savior's Slippers
45568,1,1,0,Bridle of the Argent Charger
45569,1,1,0,[PH] Bridle of the Deathcharger
45570,4,239,80,Skyforge Crossbow
45571,1,1,0,Untainted Spirit
45572,1,1,0,Power of Nature
45573,1,1,0,The Forest Heart
45574,1,1,0,Stormwind Tabard
45575,2,180,80,Test Melee Rifle [PH]
45576,1,1,0,Chunk of Ore
45577,1,1,0,Ironforge Tabard
45578,1,1,0,Gnomeregan Tabard
45579,1,1,0,Darnassus Tabard
45580,1,1,0,Exodar Tabard
45581,1,1,0,Orgrimmar Tabard
45582,1,1,0,Darkspear Tabard
45583,1,1,0,Undercity Tabard
45584,1,1,0,Thunder Bluff Tabard
45585,1,1,0,Silvermoon City Tabard
45586,4,40,40,Ironforge Ram
45587,4,239,80,Bulwark of Algalon
45588,4,239,80,Drape of the Skyborn
45589,4,40,40,Gnomeregan Mechanostrider
45590,4,40,40,Exodar Elekk
45591,4,40,40,Darnassian Nightsaber
45592,4,40,40,Thunder Bluff Kodo
45593,4,40,40,Darkspear Raptor
45594,4,239,80,Legplates of the Endless Void
45595,4,40,40,Orgrimmar Wolf
45596,4,40,40,Silvermoon Hawkstrider
45597,4,40,40,Forsaken Warhorse
45598,1,1,0,Accursed Ore
45599,4,239,80,Sabatons of Lifeless Night
45600,1,1,0,Dr. Finger's Keys
45601,1,25,25,Glyph of Survival Instincts
45602,1,25,25,Glyph of Wild Growth
45603,1,25,25,Glyph of Might of Ursoc
45604,1,25,25,Glyph of Stampeding Roar
45605,4,232,80,Daschal's Bite
45606,3,1,0,Sen'jin Fetish
45607,4,239,80,Fang of Oblivion
45608,4,239,80,Brann's Signet Ring
45609,4,239,80,Comet's Trail
45610,4,239,80,Boundless Gaze
45611,4,239,80,Solar Bindings
45612,4,239,80,Constellus
45613,4,239,80,Dreambinder
45614,4,239,80,Starshine Circle
45615,4,239,80,Planewalker Treads
45616,4,239,80,Star-Beaded Clutch
45617,4,239,80,Cosmos
45618,4,239,80,Sunglimmer Cloak
45619,4,239,80,Starwatcher's Binding
45620,4,239,80,Starshard Edge
45621,1,20,15,Elixir of Minor Accuracy
45622,1,25,25,Glyph of Cyclone
45623,1,25,25,Glyph of Barkskin
45624,4,80,80,Emblem of Conquest
45625,1,25,25,Glyph of Chimera Shot
45626,3,24,19,Spidersilk Drape
45627,3,34,29,Amulet of Truesight
45628,1,1,0,Enchant Boots - Lesser Accuracy
45629,2,44,39,Shadoweave Belt
45630,0,81,57,Invisible Axe
45631,3,54,49,High-Powered Flashlight
45632,4,80,80,Breastplate of the Wayward Conqueror
45633,4,80,80,Breastplate of the Wayward Protector
45634,4,80,80,Breastplate of the Wayward Vanquisher
45635,4,80,80,Chestguard of the Wayward Conqueror
45636,4,80,80,Chestguard of the Wayward Protector
45637,4,80,80,Chestguard of the Wayward Vanquisher
45638,4,80,80,Crown of the Wayward Conqueror
45639,4,80,80,Crown of the Wayward Protector
45640,4,80,80,Crown of the Wayward Vanquisher
45641,4,80,80,Gauntlets of the Wayward Conqueror
45642,4,80,80,Gauntlets of the Wayward Protector
45643,4,80,80,Gauntlets of the Wayward Vanquisher
45644,4,80,80,Gloves of the Wayward Conqueror
45645,4,80,80,Gloves of the Wayward Protector
45646,4,80,80,Gloves of the Wayward Vanquisher
45647,4,80,80,Helm of the Wayward Conqueror
45648,4,80,80,Helm of the Wayward Protector
45649,4,80,80,Helm of the Wayward Vanquisher
45650,4,80,80,Leggings of the Wayward Conqueror
45651,4,80,80,Leggings of the Wayward Protector
45652,4,80,80,Leggings of the Wayward Vanquisher
45653,4,80,80,Legplates of the Wayward Conqueror
45654,4,80,80,Legplates of the Wayward Protector
45655,4,80,80,Legplates of the Wayward Vanquisher
45656,4,80,80,Mantle of the Wayward Conqueror
45657,4,80,80,Mantle of the Wayward Protector
45658,4,80,80,Mantle of the Wayward Vanquisher
45659,4,80,80,Spaulders of the Wayward Conqueror
45660,4,80,80,Spaulders of the Wayward Protector
45661,4,80,80,Spaulders of the Wayward Vanquisher
45663,4,239,80,Armbands of Bedlam
45664,1,1,0,Silvermoon Doublet
45665,4,239,80,Pharos Gloves
45666,1,1,0,Ironforge Doublet
45667,1,1,0,Stormwind Doublet
45668,1,1,0,Exodar Doublet
45669,1,1,0,Sen'jin Doublet
45670,1,1,0,Darnassus Doublet
45671,1,1,0,Gnomeregan Doublet
45672,1,1,0,Orgrimmar Doublet
45673,1,1,0,Thunder Bluff Doublet
45674,1,1,0,Undercity Doublet
45675,4,219,80,Power Enhancing Loop
45676,4,219,80,Chestplate of Vicious Potency
45677,4,219,80,Treacherous Shoulderpads
45678,1,1,0,Blood-Soaked Axe
45679,4,219,80,Gloves of Taut Grip
45680,4,219,80,Armbands of the Construct
45681,1,1,0,Filled Slobberfang Trap
45682,4,219,80,Pulsing Spellshield
45683,1,1,0,Tainted Blood of the Kaldorei
45684,1,1,0,Empty Slobberfang Trap
45685,4,219,80,Plasma Foil
45686,4,219,80,Vest of the Glowing Crescent
45687,4,219,80,Helm of Veiled Energies
45688,4,213,80,Inscribed Band of the Kirin Tor
45689,4,213,80,Inscribed Loop of the Kirin Tor
45690,4,213,80,Inscribed Ring of the Kirin Tor
45691,4,213,80,Inscribed Signet of the Kirin Tor
45693,4,70,70,Mimiron's Head
45694,4,219,80,Conductive Cord
45695,4,219,80,Spire of Withering Dreams
45696,4,219,80,Mark of the Unyielding
45697,4,219,80,Shoulderguards of the Solemn Watch
45698,4,219,80,Sabatons of the Iron Watcher
45699,4,219,80,Pendant of the Piercing Glare
45700,4,219,80,Stoneguard
45701,4,219,80,Greaves of the Earthbinder
45702,4,219,80,Emerald Signet Ring
45703,4,219,80,Spark of Hope
45704,4,219,80,Shawl of the Shattered Giant
45705,3,80,77,Argent Tournament Invitation
45706,4,1,0,Commendation of Bravery
45707,4,219,80,Shieldwall of the Breaker
45708,4,219,80,Archaedas' Lost Legplates
45709,4,219,80,Nimble Climber's Belt
45710,1,1,0,Secret Signal Powder
45711,4,219,80,Ironaya's Discarded Mantle
45712,4,219,80,Chestplate of Titanic Fury
45713,4,219,80,Nurturing Touch
45714,2,1,0,Darnassus Commendation Badge
45715,2,1,0,Exodar Commendation Badge
45716,2,1,0,Gnomeregan Commendation Badge
45717,2,1,0,Ironforge Commendation Badge
45718,2,1,0,Stormwind Commendation Badge
45719,2,1,0,Orgrimmar Commendation Badge
45720,2,1,0,Sen'jin Commendation Badge
45721,2,1,0,Silvermoon Commendation Badge
45722,2,1,0,Thunder Bluff Commendation Badge
45723,2,1,0,Undercity Commendation Badge
45724,1,1,0,Champion's Purse
45725,4,70,70,Argent Hippogryph
45731,1,25,25,Glyph of Tranquilizing Shot
45732,1,25,25,Glyph of Aspect of the Cheetah
45733,1,25,25,Glyph of Master's Call
45734,1,25,25,Glyph of Scatter Shot
45735,1,25,25,Glyph of Mirrored Blades
45736,1,25,25,Glyph of Water Elemental
45737,1,25,25,Glyph of Slow
45738,1,25,25,Glyph of Illusion
45739,1,25,25,Glyph of Mirror Image
45740,1,25,25,Glyph of Deep Freeze
45741,1,25,25,Glyph of Beacon of Light
45742,1,25,25,Glyph of Hammer of the Righteous
45743,1,25,25,Glyph of Divine Storm
45744,1,25,25,Glyph of the Alabaster Shield
45745,1,25,25,Glyph of Divine Plea
45746,1,25,25,Glyph of Holy Shock
45747,1,25,25,Glyph of Inquisition
45753,1,25,25,Glyph of Dispersion
45755,1,25,25,Glyph of Leap of Faith
45756,1,25,25,Glyph of Penance
45757,1,25,25,Glyph of Dark Binding
45758,1,25,25,Glyph of Mind Spike
45760,1,25,25,Glyph of Desperation
45761,1,25,25,Glyph of Vendetta
45762,1,25,25,Glyph of Killing Spree
45764,1,25,25,Glyph of Stealth
45765,1,1,77,Ebon Cavalry Blade [PH]
45766,1,25,25,Glyph of Deadly Momentum
45767,1,25,25,Glyph of Tricks of the Trade
45768,1,25,25,Glyph of Disguise
45769,1,25,25,Glyph of Cloak of Shadows
45770,1,25,25,Glyph of Thunder
45771,1,25,25,Glyph of Feral Spirit
45772,1,25,25,Glyph of Riptide
45773,3,80,0,Emerald Bag
45774,1,78,0,Pattern: Emerald Bag
45775,1,25,25,Glyph of Deluge
45776,1,25,25,Glyph of Shamanistic Rage
45777,1,25,25,Glyph of Hex
45778,1,25,25,Glyph of Totemic Vigor
45779,1,25,25,Glyph of Soul Shards
45780,1,25,25,Glyph of Demon Hunting
45781,1,25,25,Glyph of Burning Embers
45782,1,25,25,Glyph of Demonic Circle
45783,1,25,25,Glyph of Shadowflame
45784,1,1,0,Thorim's Sigil
45785,1,25,25,Glyph of Life Tap
45786,1,1,0,Hodir's Sigil
45787,1,1,0,Mimiron's Sigil
45788,1,1,0,Freya's Sigil
45789,1,25,25,Glyph of Crimson Banish
45790,1,25,25,Glyph of Whirlwind
45791,1,1,0,Sigils of the Watchers
45792,1,25,25,Glyph of Death From Above
45793,1,25,25,Glyph of Furious Sundering
45794,1,25,25,Glyph of Intimidating Shout
45795,1,25,25,Glyph of Spell Reflection
45797,1,25,25,Glyph of Shield Wall
45798,1,1,0,Heroic Celestial Planetarium Key
45799,1,25,25,Glyph of Dancing Rune Weapon
45800,1,25,25,Glyph of Dark Simulacrum
45801,4,70,70,Reins of the Ironbound Proto-Drake
45802,4,70,70,Reins of the Rusted Proto-Drake
45803,0,1,1,Charred Glyph
45804,1,25,25,Glyph of Death Coil
45805,0,1,1,Charred Glyph
45806,1,25,25,Glyph of Tranquil Grip
45807,1,1,0,Splintertree Axe
45808,3,200,80,Runed Mana Band
45809,3,200,80,Scarlet Signet
45810,3,200,80,Cloak of Crimson Snow
45811,3,200,80,Frostguard Drape
45812,3,200,80,Emerald Choker
45813,3,200,80,Sky Sapphire Amulet
45814,1,1,0,Freya's Sigil
45815,1,1,0,Hodir's Sigil
45816,1,1,0,Mimiron's Sigil
45817,1,1,0,Thorim's Sigil
45819,4,226,80,Spiked Battleguard Choker
45820,4,226,80,Broach of the Wailing Night
45821,4,226,80,Shard of the Crystal Forest
45822,4,226,80,Evoker's Charm
45823,4,226,80,Frozen Tear of Elune
45824,4,226,80,Belt of the Singing Blade
45825,4,226,80,Shieldwarder Girdle
45826,4,226,80,Girdle of Unyielding Trust
45827,4,226,80,Belt of the Ardent Marksman
45828,4,226,80,Windchill Binding
45829,4,226,80,Belt of the Twilight Assassin
45830,4,226,80,Belt of the Living Thicket
45831,4,226,80,Sash of Potent Incantations
45832,4,219,80,Mantle of the Preserver
45833,4,226,80,Bladebreaker Gauntlets
45834,4,226,80,Gauntlets of the Royal Watch
45835,4,226,80,Gauntlets of Serene Blessing
45836,4,226,80,Gloves of Unerring Aim
45837,4,226,80,Gloves of Augury
45838,4,226,80,Gloves of the Blind Stalker
45839,4,226,80,Grips of the Secret Grove
45840,4,226,80,Touch of the Occult
45841,4,226,80,Legplates of the Violet Champion
45842,4,226,80,Wyrmguard Legplates
45843,4,226,80,Legguards of the Peaceful Covenant
45844,4,226,80,Leggings of the Tireless Sentry
45845,4,226,80,Leggings of the Weary Mystic
45846,4,226,80,Leggings of Wavering Shadow
45847,4,226,80,Wildstrider Legguards
45848,4,226,80,Legwraps of the Master Conjurer
45849,3,159,70,Twilight Tome
45850,3,159,70,Rituals of the New Moon
45851,3,159,70,Rituals of the New Moon
45852,3,159,70,Rituals of the New Moon
45853,3,159,70,Rituals of the New Moon
45854,3,159,70,Rituals of the New Moon
45855,1,1,0,Sigils of the Watchers
45857,4,1,0,Archivum Data Disc
45858,3,20,0,Nat's Lucky Fishing Pole
45859,4,206,80,The 5 Ring
45860,1,1,0,Crystal Tiara
45861,1,6,0,Diamond-Tipped Cane
45862,4,80,0,Bold Stormjewel
45863,1,80,0,Decayed Treasure Map
45864,4,219,80,Cover of the Keepers
45865,4,219,80,Raiments of the Corrupted
45866,4,219,80,Elemental Focus Stone
45867,4,226,80,Breastplate of the Stoneshaper
45868,4,232,80,Aesir's Edge
45869,4,226,80,Fluxing Energy Coils
45870,4,232,80,Magnetized Projectile Emitter
45871,4,226,80,Seal of Ulduar
45872,4,219,80,Avalanche
45873,4,219,80,Winter's Frigid Embrace
45874,4,219,80,Signet of Winter
45875,4,1,0,Sack of Ulduar Spoils
45876,4,232,80,Shiver
45877,4,232,80,The Boreal Guard
45878,4,1,0,Large Sack of Ulduar Spoils
45879,4,80,0,Delicate Stormjewel
45880,4,80,0,Solid Stormjewel
45881,4,80,0,Sparkling Stormjewel
45882,4,80,0,Brilliant Stormjewel
45883,4,80,0,Brilliant Stormjewel
45885,1,1,0,Thistle Bear Fur
45886,4,232,80,Icecore Staff
45887,4,232,80,Ice Layered Barrier
45888,4,226,80,Bitter Cold Armguards
45892,4,219,80,Legacy of Thunder
45893,4,219,80,Guise of the Midgard Serpent
45894,4,219,80,Leggings of Unstable Discharge
45895,4,219,80,Belt of the Blood Pit
45896,5,1,0,Unbound Fragments of Val'anyr
45897,5,1,0,Reforged Hammer of Ancient Kings
45898,1,1,0,Apothecary Furrows' Notes
45899,1,1,1,Monster - 1H Sword - Varian's Blade
45900,0,1,1,"Monster - Mace, Thorim (Ulduar Raid)"
45901,1,70,70,Homemade Fish Fry
45902,1,1,0,Phantom Ghostfish
45903,1,1,0,Corroded Jewelry
45904,1,1,0,Terrorfish
45905,1,1,0,Bloodtooth Frenzy
45907,0,1,0,Mostly-Eaten Bonescale Snapper
45909,1,80,0,Giant Darkwater Clam
45911,1,1,0,Petrified Root
45912,2,80,0,Book of Glyph Mastery
45927,4,219,80,Handwraps of Resonance
45928,4,226,80,Gauntlets of the Thunder God
45929,4,226,80,Sif's Remembrance
45930,4,232,80,Combatant's Bootblade
45931,4,226,80,Mjolnir Runestone
45932,1,75,75,Black Jelly
45933,4,226,80,Pendant of the Shallow Grave
45934,4,219,80,Unraveling Reach
45935,4,219,80,Ironbark Faceguard
45936,4,219,80,Legplates of Flourishing Resolve
45937,4,239,80,Furious Gladiator's Shotgun
45938,4,239,80,Furious Gladiator's Recurve
45939,4,239,80,Furious Gladiator's Repeater
45940,4,219,80,Tunic of the Limber Stalker
45941,4,219,80,Chestguard of the Lasher
45943,4,226,80,Gloves of Whispering Winds
45944,1,1,0,Narassin's Tome
45945,4,226,80,Seed of Budding Carnage
45946,4,226,80,Fire Orchid Signet
45947,4,232,80,"Serilas, Blood Blade of Invar One-Arm"
45948,4,239,80,Furious Gladiator's Sunderer
45949,4,239,80,Furious Gladiator's Crusher
45950,4,239,80,Furious Gladiator's Claymore
45951,4,239,80,Furious Gladiator's Halberd
45952,4,239,80,Furious Gladiator's Greatstaff
45953,4,239,80,Furious Gladiator's Combat Staff
45954,4,239,80,Furious Gladiator's Acute Staff
45955,4,239,80,Furious Gladiator's Skirmish Staff
45956,4,239,80,Furious Gladiator's Light Staff
45957,4,239,80,Furious Gladiator's Handaxe
45958,4,239,80,Furious Gladiator's Spike
45959,4,239,80,Furious Gladiator's Truncheon
45960,4,239,80,Furious Gladiator's Longblade
45961,4,239,80,Furious Gladiator's Dicer
45962,4,239,80,Furious Gladiator's Dirk
45963,4,239,80,Furious Gladiator's Fleshslicer
45964,4,239,80,Furious Gladiator's Punisher
45965,4,239,80,Furious Gladiator's Swiftblade
45966,4,239,80,Furious Gladiator's Splitter
45967,4,239,80,Furious Gladiator's Eviscerator
45968,4,239,80,Furious Gladiator's Claw
45969,4,239,80,Furious Gladiator's Grasp
45970,4,239,80,Furious Gladiator's Mageblade
45971,4,239,80,Furious Gladiator's Salvation
45972,4,219,80,Pulse Baton
45973,4,219,80,Stylish Power Cape
45974,4,219,80,Shoulderguards of Assimilation
45975,4,219,80,Cable of the Metrognome
45976,4,219,80,Static Charge Handwraps
45977,0,70,0,Porcelain Bell
45978,0,80,0,Solid Gold Coin
45979,0,80,0,Tower Key
45980,0,80,0,Whale Statue
45981,0,80,0,New Age Painting
45982,4,226,80,Fused Alloy Legplates
45983,4,80,0,Furious Gladiator's Tabard
45984,1,80,0,Unusual Compass
45986,3,80,0,Tiny Titanium Lockbox
45987,4,80,0,Rigid Stormjewel
45988,4,226,80,Greaves of the Iron Army
45989,4,226,80,Tempered Mercury Greaves
45990,4,232,80,Fusion Blade
45991,3,15,0,Bone Fishing Pole
45992,3,15,0,Jeweled Fishing Pole
45993,4,226,80,Mimiron's Flight Goggles
45994,3,200,78,Lost Ring
45995,3,200,78,Forgotten Necklace
45996,4,219,80,Hoperender
45997,4,219,80,Gauntlets of the Wretched
45998,1,10,0,Battered Jungle Hat
45999,0,80,0,Worthless Piece of White Glass
46000,0,80,0,Worthless Piece of Red Glass
46001,0,80,0,Worthless Piece of Green Glass
46002,0,80,0,Worthless Piece of Violet Glass
46003,0,80,0,Worthless Piece of Orange Glass
46004,1,80,70,Sealed Vial of Poison
46005,1,80,0,Sealed Vial of Poison
46006,1,30,0,Glow Worm
46007,1,80,0,Bag of Fishing Treasures
46008,4,219,80,Choker of the Abyss
46009,4,219,80,Bindings of the Depths
46010,4,219,80,Darkstone Ring
46011,4,219,80,Shadowbite
46012,4,219,80,Vestments of the Piercing Light
46013,4,219,80,Underworld Mantle
46014,4,219,80,Saronite Animus Cloak
46015,4,219,80,Pendant of Endless Despair
46016,4,219,80,Abaddon
46017,5,245,80,"Val'anyr, Hammer of Ancient Kings"
46018,4,219,80,Deliverance
46019,4,219,80,Leggings of the Insatiable
46021,4,219,80,Royal Seal of King Llane
46022,4,219,80,Pendant of a Thousand Maws
46023,0,1,0,A Steamy Romance Novel: Northern Exposure
46024,4,219,80,Kingsbane
46025,4,219,80,Devotion
46026,3,1,0,Enchant Weapon - Blade Ward
46027,4,75,0,Formula: Enchant Weapon - Blade Ward
46028,4,219,80,Faceguard of the Eyeless Horror
46029,1,1,0,Magnetic Core
46030,4,219,80,Treads of the Dragon Council
46031,4,219,80,Touch of Madness
46032,4,226,80,Drape of the Faceless General
46033,4,232,80,Tortured Earth
46034,4,226,80,Leggings of Profound Darkness
46035,4,232,80,"Aesuga, Hand of the Ardent Champion"
46036,4,232,80,Void Sabre
46037,4,226,80,Shoulderplates of the Celestial Watch
46038,4,226,80,Dark Matter
46039,4,226,80,Breastplate of the Timeless
46040,4,226,80,Strength of the Heavens
46041,4,226,80,Starfall Girdle
46042,4,226,80,Drape of the Messenger
46043,4,226,80,Gloves of the Endless Dark
46044,4,226,80,Observer's Mantle
46045,4,226,80,Pulsar Gloves
46046,4,226,80,Nebula Band
46047,4,226,80,Pendant of the Somber Witness
46048,4,226,80,Band of Lights
46049,4,226,80,Zodiac Leggings
46050,4,226,80,Starlight Treads
46051,4,226,80,Meteorite Crystal
46052,4,80,80,Reply-Code Alpha
46053,4,80,80,Reply-Code Alpha
46054,1,15,0,Journeyman Fishing - Fishing for Dummies
46055,1,70,0,Grand Master Fishing - Deep Sea Adventures
46057,4,213,80,Titan-Forged Chestguard of Salvation
46058,4,213,80,Titan-Forged Breastplate of Triumph
46059,4,213,80,Titan-Forged Chain Armor of Triumph
46060,4,213,80,Titan-Forged Ringmail of Salvation
46061,4,213,80,Titan-Forged Mail Armor of Domination
46062,4,213,80,Titan-Forged Leather Tunic of Triumph
46063,4,213,80,Titan-Forged Leather Chestguard of Salvation
46064,4,213,80,Titan-Forged Leather Chestguard of Dominance
46065,4,213,80,Titan-Forged Raiment of Dominance
46066,4,213,80,Titan-Forged Raiment of Salvation
46067,4,232,80,Hammer of Crushing Whispers
46068,4,226,80,Amice of Inconceivable Horror
46069,1,1,77,Alliance Lance
46070,1,1,77,Horde Lance
46071,4,213,80,Titan-Forged Girdle of Salvation
46072,4,213,80,Titan-Forged Girdle of Triumph
46073,4,213,80,Titan-Forged Waistguard of Dominance
46074,4,213,80,Titan-Forged Waistguard of Salvation
46075,4,213,80,Titan-Forged Waistguard of Triumph
46076,4,213,80,Titan-Forged Belt of Dominance
46077,4,213,80,Titan-Forged Belt of Salvation
46078,4,213,80,Titan-Forged Belt of Triumph
46079,4,213,80,Titan-Forged Cord of Dominance
46080,4,213,80,Titan-Forged Cord of Salvation
46081,4,213,80,Titan-Forged Rune of Audacity
46082,4,213,80,Titan-Forged Rune of Determination
46083,4,213,80,Titan-Forged Rune of Accuracy
46084,4,213,80,Titan-Forged Rune of Cruelty
46085,4,213,80,Titan-Forged Rune of Alacrity
46086,4,213,80,Platinum Disks of Battle
46087,4,213,80,Platinum Disks of Sorcery
46088,4,213,80,Platinum Disks of Swiftness
46091,1,1,0,Splintertree Post Report
46094,1,1,0,Bucket of Water
46095,4,226,80,Soul-Devouring Cinch
46096,4,226,80,Signet of Soft Lament
46097,4,232,80,Caress of Insanity
46098,3,1,0,Enchant Weapon - Blood Draining
46099,3,20,20,Horn of the Black Wolf
46100,3,20,20,White Kodo
46101,4,40,40,Blue Skeletal Warhorse
46102,4,40,40,Whistle of the Venomhide Ravasaur
46103,4,219,0,Shirt of Titanic Scaling
46104,4,226,0,Shirt of the Yogg-Slayer
46105,4,239,0,Shirt of the Future Champion
46106,1,1,75,Argent Lance
46108,2,70,0,Technique: Rituals of the New Moon
46109,3,80,0,Sea Turtle
46110,3,80,0,Alchemist's Cache
46111,4,226,80,Conqueror's Darkruned Battleplate
46113,4,226,80,Conqueror's Darkruned Gauntlets
46114,1,1,0,Champion's Writ
46115,4,226,80,Conqueror's Darkruned Helmet
46116,4,226,80,Conqueror's Darkruned Legplates
46117,4,226,80,Conqueror's Darkruned Shoulderplates
46118,4,226,80,Conqueror's Darkruned Chestguard
46119,4,226,80,Conqueror's Darkruned Handguards
46120,4,226,80,Conqueror's Darkruned Faceguard
46121,4,226,80,Conqueror's Darkruned Legguards
46122,4,226,80,Conqueror's Darkruned Pauldrons
46123,4,226,80,Conqueror's Terrorblade Breastplate
46124,4,226,80,Conqueror's Terrorblade Gauntlets
46125,4,226,80,Conqueror's Terrorblade Helmet
46126,4,226,80,Conqueror's Terrorblade Legplates
46127,4,226,80,Conqueror's Terrorblade Pauldrons
46128,1,1,21,Troll Charm
46129,4,226,80,Conqueror's Kirin Tor Hood
46130,4,226,80,Conqueror's Kirin Tor Tunic
46131,4,219,80,Valorous Kirin Tor Gauntlets
46132,4,226,80,Conqueror's Kirin Tor Gauntlets
46133,4,226,80,Conqueror's Kirin Tor Leggings
46134,4,226,80,Conqueror's Kirin Tor Shoulderpads
46135,4,226,80,Conqueror's Deathbringer Gloves
46136,4,226,80,Conqueror's Deathbringer Shoulderpads
46137,4,226,80,Conqueror's Deathbringer Robe
46138,0,226,0,Idol of the Flourishing Life
46139,4,226,80,Conqueror's Deathbringer Leggings
46140,4,226,80,Conqueror's Deathbringer Hood
46141,4,226,80,Conqueror's Scourgestalker Tunic
46142,4,226,80,Conqueror's Scourgestalker Handguards
46143,4,226,80,Conqueror's Scourgestalker Headpiece
46144,4,226,80,Conqueror's Scourgestalker Legguards
46145,4,226,80,Conqueror's Scourgestalker Spaulders
46146,4,226,80,Conqueror's Siegebreaker Battleplate
46147,1,1,0,Kaldorei Assassin's Head
46148,4,226,80,Conqueror's Siegebreaker Gauntlets
46149,4,226,80,Conqueror's Siegebreaker Shoulderplates
46150,4,226,80,Conqueror's Siegebreaker Legplates
46151,4,226,80,Conqueror's Siegebreaker Helmet
46152,4,226,80,Conqueror's Aegis Shoulderplates
46153,4,226,80,Conqueror's Aegis Legplates
46154,4,226,80,Conqueror's Aegis Battleplate
46155,4,226,80,Conqueror's Aegis Gauntlets
46156,4,226,80,Conqueror's Aegis Helm
46157,4,226,80,Conqueror's Nightsong Shoulderpads
46158,4,226,80,Conqueror's Nightsong Handgrips
46159,4,226,80,Conqueror's Nightsong Raiments
46160,4,226,80,Conqueror's Nightsong Legguards
46161,4,226,80,Conqueror's Nightsong Headguard
46162,4,226,80,Conqueror's Siegebreaker Breastplate
46163,4,226,80,Conqueror's Handwraps of Sanctification
46164,4,226,80,Conqueror's Siegebreaker Handguards
46165,4,226,80,Conqueror's Mantle of Sanctification
46166,4,226,80,Conqueror's Siegebreaker Greathelm
46167,4,226,80,Conqueror's Siegebreaker Pauldrons
46168,4,226,80,Conqueror's Raiments of Sanctification
46169,4,226,80,Conqueror's Siegebreaker Legguards
46170,4,226,80,Conqueror's Pants of Sanctification
46171,4,70,70,Furious Gladiator's Frost Wyrm
46172,4,226,80,Conqueror's Circlet of Sanctification
46173,4,226,80,Conqueror's Aegis Breastplate
46174,4,226,80,Conqueror's Aegis Handguards
46175,4,226,80,Conqueror's Aegis Faceguard
46176,4,226,80,Conqueror's Aegis Legguards
46177,4,226,80,Conqueror's Aegis Shoulderguards
46178,4,226,80,Conqueror's Aegis Tunic
46179,4,226,80,Conqueror's Aegis Gloves
46180,4,226,80,Conqueror's Aegis Headpiece
46181,4,226,80,Conqueror's Aegis Greaves
46182,4,226,80,Conqueror's Aegis Spaulders
46183,4,226,80,Conqueror's Nightsong Handguards
46184,4,226,80,Conqueror's Nightsong Headpiece
46185,4,226,80,Conqueror's Nightsong Leggings
46186,4,226,80,Conqueror's Nightsong Robe
46187,4,226,80,Conqueror's Nightsong Spaulders
46188,4,226,80,Conqueror's Gloves of Sanctification
46189,4,226,80,Conqueror's Nightsong Gloves
46190,4,226,80,Conqueror's Shoulderpads of Sanctification
46191,4,226,80,Conqueror's Nightsong Cover
46192,4,226,80,Conqueror's Nightsong Trousers
46193,4,226,80,Conqueror's Robe of Sanctification
46194,4,226,80,Conqueror's Nightsong Vestments
46195,4,226,80,Conqueror's Leggings of Sanctification
46196,4,226,80,Conqueror's Nightsong Mantle
46197,4,226,80,Conqueror's Cowl of Sanctification
46198,4,226,80,Conqueror's Worldbreaker Tunic
46199,4,226,80,Conqueror's Worldbreaker Handguards
46200,4,226,80,Conqueror's Worldbreaker Grips
46201,4,226,80,Conqueror's Worldbreaker Headpiece
